,us_real_gdp,us_gdp_yoy_growth,us_bond_yield_10y,us_bond_yield_1y,us_term_spread,us_reer,us_reer_log_ret,us_oil_price,us_oil_log_ret,us_credit,us_credit_mom_growth,us_credit_yoy_growth,us_industrial_production,us_vix,us_vix_log_ret,us_sp500_close,us_sp500_log_ret,us_house_price_idx,us_cpi,us_unemployment,us_consumer_confidence,us_delinquency_rate
1988-03-31,9367.502,4.241257896544837,8.37,6.76,1.6099999999999994,,,17.09,0.06715555678937078,6073.339,0.7365997903991506,9.787656890151219,60.8501,,,258.8900146484375,-0.03391182277344844,75.737861841244,3.971335,5.7,100.3528,
1988-04-30,9403.838550875704,4.2635387000064195,8.72,7.14,1.580000000000001,,,18.1,0.057418441144280644,6127.173332167199,0.8864042031442532,9.912622158832729,61.2031,,,261.3299865722656,0.009380607475103485,76.0476953026636,3.880144163287996,5.616891475080939,100.412,
1988-05-31,9451.207688798733,4.384302270405405,9.09,7.66,1.4299999999999997,,,17.54,-0.03142795132774318,6188.047022954765,0.9935036514796103,9.87581804066342,61.0797,,,262.1600036621094,0.003171093242928144,76.33386298235327,3.8751577242052226,5.5273157143030005,100.487,
1988-06-30,9490.594,4.484493225777175,8.92,7.5,1.42,,,15.2,-0.14318855909180622,6243.692,0.8992332611374332,9.77584158304432,61.2569,,,273.5,0.04234660350249091,76.4912153142965,3.919835,5.466667,100.5564,
1988-07-31,9513.268199271082,4.4804558107290005,9.06,7.9,1.1600000000000001,,,16.37,0.07415496353081293,6291.877062794588,0.7717399063660979,9.688700135142314,61.2659,,,272.0199890136719,-0.005426069245371894,76.4754939238639,3.9835439666928947,5.451162885786666,100.5984,
1988-08-31,9527.176395563438,4.371697213949011,9.26,8.28,0.9800000000000004,,,15.19,-0.07481307477536214,6335.555948262645,0.6942107264991115,9.644690864303662,61.5731,,,261.5199890136719,-0.039364832210223834,76.36496038805205,4.0503576706641065,5.461829799831337,100.6173,
1988-09-30,9546.206,4.193200105129624,8.98,8.13,0.8499999999999996,,,13.33,-0.13062018241706408,6380.772,0.7136871981969328,9.65592655522871,61.3807,,,271.9100036621094,0.03896042225106559,76.2824688510862,4.108392,5.466667,100.6222,
1988-10-31,9581.90209060276,3.973926618557,8.8,8.06,0.7400000000000002,,,13.54,0.015631133293511512,6435.331506587789,0.8550612149719194,9.724165414540886,61.6453,,,278.9700012207031,0.025633110876460363,76.30990476484611,4.157626523579214,5.442062719412678,100.6217,
1988-11-30,9626.505713757038,3.813560340909805,8.96,8.62,0.34000000000000163,,,15.42,0.13001710065105465,6490.292350119708,0.854048365273119,9.801930254765633,61.7944,,,273.70001220703125,-0.019071592887292644,76.4129171258448,4.213558151046734,5.394579146273431,100.616,
1988-12-31,9673.405,3.799338836732069,9.11,9.02,0.08999999999999986,,,17.12,0.10458200257841266,6541.111,0.7829947734073084,9.83986254549436,62.0743,,,277.7200012207031,0.014580755633844672,76.5348049991484,4.305114,5.333333,100.5972,
1989-01-31,9713.349659962707,3.9871640141434295,9.09,9.04,0.05000000000000071,,,17.0,-0.007034026657380048,6580.6565705072335,0.6045696290314151,9.796241064978295,62.2574,,,297.4700012207031,0.06869996738792102,76.61695624495819,4.449291790493221,5.272130857894819,100.5428,
1989-02-28,9743.38043461941,4.203940260270289,9.17,9.4,-0.23000000000000043,,,18.21,0.0687575496833006,6612.648477107722,0.4861506790047043,9.68195965892782,61.9819,,,288.8599853515625,-0.029371292706620596,76.64059671827869,4.616112067619655,5.227137403515655,100.4346,
1989-03-31,9771.725,4.3151632099998505,9.36,9.64,-0.28000000000000114,,,20.27,0.10717106672439207,6653.533,0.6182775787011208,9.553130493786055,62.1369,,,294.8699951171875,0.020592473725625064,76.6013631056797,4.824813,5.2,100.28,
1989-04-30,9796.129613557057,4.17160567526782,9.18,9.12,0.0600000000000005,,,20.38,0.005412067330670132,6704.899625768903,0.7720203051356789,9.428920356613467,62.1276,,,309.6400146484375,0.04887581495703058,76.508453962427,5.0273809691973765,5.202621457999617,100.1059,
1989-05-31,9820.688692376378,3.9093522832594374,8.86,8.86,0.0,,,19.93,-0.022327893569875402,6763.453666057317,0.8733022648597544,9.298679227356565,61.7744,,,320.5199890136719,0.03453426298881928,76.45160866298333,5.182031281313913,5.220539617956556,99.939,
1989-06-30,9846.293,3.7479108262349126,8.28,8.12,0.16000000000000014,,,20.29,0.017902019613020105,6815.652,0.7717704078412435,9.160605616036154,61.7697,,,317.9800109863281,-0.007956120362356213,76.5472692485004,5.218378,5.233333,99.80979,
1989-07-31,9875.613979863627,3.808846476338257,8.02,7.65,0.3699999999999992,,,18.33,-0.10158909198610981,6857.8593976081975,0.6192716061236281,8.995444907218575,61.1738,,,346.0799865722656,0.08468140113430099,76.87414567237742,5.101064393689869,5.228894596787576,99.73042,
1989-08-31,9902.393172887187,3.938383858395622,8.11,8.28,-0.16999999999999993,,,18.83,0.026912280817447384,6893.157545523008,0.5147108721289984,8.801147078706961,61.7732,,,351.45001220703125,0.015397564950012526,77.32586990259776,4.888423298563174,5.221767229589197,99.69926,
1989-09-30,9919.228,3.9075419072247097,8.19,8.48,-0.2900000000000009,,,20.15,0.06775294572363101,6928.31,0.5099615705116634,8.581061978080395,61.5796,,,349.1499938964844,-0.0065658765442765605,77.7388736669238,4.673944,5.233333,99.70148,
1989-10-31,9923.860582605705,3.568795514392842,8.01,7.88,0.1299999999999999,,,19.88,-0.01349008716426396,6971.437625027714,0.6224840549529764,8.330668247488383,61.4966,,,340.3599853515625,-0.025497773867688405,78.01809367554442,4.520417269547576,5.277294971262691,99.71574,
1989-11-30,9925.807112294875,3.1091385331035726,7.87,7.72,0.15000000000000036,,,19.87,-0.000503144664702417,7017.662138024318,0.6630556777938557,8.125516686392142,61.7044,,,345.989990234375,0.016406006737505592,78.12203483271114,4.482797861216805,5.330432229363621,99.73942,
1989-12-31,9938.767,2.743211930028755,7.84,7.76,0.08000000000000007,,,21.84,0.09453209431297883,7065.938,0.6879194384993959,8.023514659818499,62.0428,,,353.3999938964844,0.02119069793396262,78.0569474930409,4.598338,5.366667,99.76953,
1990-01-31,9971.730078040717,2.660054740364415,8.21,8.08,0.13000000000000078,,,22.69,0.03818114791504615,7111.441076486292,0.6439778623346548,8.06582899885544,61.729,25.36,,329.0799865722656,-0.07129970111788529,77.82958729693769,4.871760503820478,5.362628593022056,99.80344,
1990-02-28,10009.980466455798,2.736217000099117,8.47,8.12,0.3500000000000014,,,21.55,-0.05154848224199364,7150.361311033619,0.5472904032913339,8.131580497396795,62.2896,21.99,-0.14258532500235543,331.8900146484375,0.00850279135448318,77.54092866674384,5.125326852865484,5.335457951835734,99.8335,
1990-03-31,10047.386,2.821006526483294,8.59,8.35,0.2400000000000002,,,20.34,-0.05778642592934289,7192.124,0.5840640374625172,8.094812184744548,62.5999,19.73,-0.10844748453214578,339.94000244140625,0.023965505779727975,77.2043845162229,5.232877,5.3,99.83252,
1990-04-30,10068.103155502757,2.776336703112925,8.79,8.58,0.20999999999999908,,,18.5,-0.09481865853613473,7231.782461352221,0.5514151501311737,7.858176333592692,62.4359,19.52,-0.010700739049577555,330.79998779296875,-0.02725521238308934,76.92094125472406,5.053556107107432,5.279357059065844,99.75723,
1990-05-31,10077.814054326425,2.618200922605851,8.76,8.22,0.5399999999999991,,,17.47,-0.05728560793831404,7270.44407401102,0.534606963987283,7.496028404808275,62.6258,17.37,-0.11669500073193276,361.2300109863281,0.08800097873791163,76.6697574520812,4.750252879661224,5.286527910579182,99.58612,
1990-06-30,10083.855,2.412704964193124,8.48,8.05,0.4299999999999997,,,17.05,-0.02433492041643927,7303.613,0.45621595670539694,7.159417763700371,62.8382,15.5,-0.11390455632781263,358.0199890136719,-0.008926084910209643,76.4490582714173,4.58221,5.333333,99.29954,
1990-07-31,10092.141658276365,2.192549028893165,8.47,7.72,0.7500000000000009,,,20.57,0.1876834999353399,7332.395816502864,0.39409010996152016,6.9195997086229255,62.7284,21.11,0.3089068379350282,356.1499938964844,-0.005236846788815325,76.22062031128024,4.7207690391955195,5.430060896530501,98.90329,
1990-08-31,10096.978583539978,1.9650341816922268,8.75,7.76,0.9900000000000002,,,27.45,0.2885324642906738,7358.386940076912,0.3544697289193044,6.749147853962256,62.9475,29.9,0.34811161853641154,322.55999755859375,-0.09906281541277137,75.94914790856535,5.093046606386207,5.560760638230958,98.42859,
1990-09-30,10090.569,1.7273622503686914,8.89,7.69,1.2000000000000002,,,39.53,0.36469370935305456,7384.432,0.35395067064543095,6.583452530270728,62.9523,29.11,-0.026776722639108914,306.04998779296875,-0.05254071046276892,75.6005698784759,5.53476,5.7,97.94815,
1990-10-31,10067.305427573103,1.4454540526176451,8.72,7.43,1.290000000000001,,,35.31,-0.11289366736829905,7414.103014252645,0.4018049628278231,6.349700205819042,62.5845,30.04,0.03144806913840204,304.0,-0.0067207460051146055,75.13850698846524,5.9400395685008265,5.841712386043866,97.53104,
1990-11-30,10034.484176651642,1.0948939781647793,8.39,7.31,1.080000000000001,,,29.08,-0.19411555727497654,7440.412041560146,0.35485111627022725,6.024084591436951,61.7887,22.16,-0.3042409650168509,322.2200012207031,0.058206844445033885,74.70407129562038,6.192232634979157,5.980298573972536,97.2426,
1990-12-31,9998.704,0.6030627340393391,8.08,6.82,1.2599999999999998,,,28.48,-0.02084856612154355,7458.077,0.23741908836745207,5.549709040752981,61.3352,26.38,0.1743172854100855,330.2200012207031,0.024524556849066764,74.4160516992853,6.223517,6.133333,97.12814,
1991-01-31,9969.337113593492,-0.023997485175564215,8.09,6.51,1.58,,,21.9,-0.26271544972132,7462.203100311043,0.055323916755534164,4.932362091623488,61.1355,20.91,-0.23237863384862634,343.92999267578125,0.04067902429874777,74.38772018462863,5.980301298316155,6.300210843515897,97.18746,
1991-02-28,9953.263752115428,-0.5666016485289971,7.85,6.41,1.4399999999999995,,,19.28,-0.1274183476400555,7461.870085667329,-0.004462685338879613,4.35654592940673,60.6838,21.23,0.015187762274622589,367.07000732421875,0.06511445851577624,74.48843789197814,5.636593786958261,6.450881702809227,97.40371,
1991-03-31,9951.916,-0.9501973946258402,8.11,6.28,1.8299999999999992,,,19.63,0.01799071910597008,7468.526,0.08919901118964457,3.843120613604545,60.3346,16.88,-0.2292857865473538,375.2200012207031,0.02195993835391806,74.5810986520791,5.285082,6.6,97.72501,5.26
1991-04-30,9969.470523948878,-0.9796545588626748,8.04,6.06,1.9799999999999995,,,20.99,0.06698712554417184,7489.489136311637,0.28068639396363615,3.563529134575627,60.4938,18.24,0.07748749547837433,375.3399963378906,0.0003197482375830989,74.532568125381,5.0931382616901875,6.712072858774078,98.09102,5.407048927294513
1991-05-31,9999.313612727638,-0.7789431435787142,8.07,6.16,1.9100000000000001,,,21.16,0.008066473157556991,7517.483235023717,0.3737784807825495,3.3978551859818795,61.0633,15.93,-0.1354128607242281,389.8299865722656,0.037878440105439656,74.37304213750939,4.9813852465515875,6.7915093299398634,98.45888,5.474656262827367
1991-06-30,10029.51,-0.5389307958117096,8.28,6.32,1.959999999999999,,,20.56,-0.028765166403134323,7538.276,0.27659210305133186,3.2129714430378487,61.5581,19.55,0.20477116250941774,371.1600036621094,-0.04907746586014916,74.1845969590247,4.845361,6.833333,98.79539,5.48
1991-07-31,10053.652183357271,-0.3813806446873347,8.27,6.19,2.079999999999999,,,21.7,0.05396481995944953,7544.308384223331,0.0800233929260541,2.8900863104460273,61.7305,15.18,-0.25299651446389104,387.80999755859375,0.04388227631696101,74.01712239606667,4.58881979224978,6.84502154767771,99.05346,5.445938727488008
1991-08-31,10070.13901403456,-0.2658178313775239,7.9,5.72,2.1800000000000006,,,22.28,0.026377154512669487,7541.554967820462,-0.036496604627500595,2.489241585624402,61.7298,14.46,-0.04859255523686518,395.42999267578125,0.019458239201722228,73.89107689270891,4.242760475551627,6.847418730034789,99.19412,5.394516647221419
1991-09-30,10080.195,-0.10280887034219699,7.65,5.42,2.2300000000000004,,,22.25,-0.001347406446834097,7540.773,-0.010368787654513323,2.1171702847287532,62.2195,15.85,0.09178328359267088,387.8599853515625,-0.019329349869559535,73.8102516891055,3.876362,6.866667,99.22391,5.35
1991-10-31,10086.93292865899,0.1949628053612873,7.53,5.1,2.4300000000000006,,,23.29,0.04568207528400029,7549.705805560761,0.1184600777766498,1.8289844509502773,62.1855,15.48,-0.023620632161708507,392.45001220703125,0.011764759676739433,73.77423310345395,3.5162891023965006,6.923321878074092,99.17536,5.3262695274790435
1991-11-30,10096.00534483202,0.6130974656726851,7.42,4.69,2.7299999999999995,,,21.48,-0.08090181425558564,7564.827406216737,0.2002939060862241,1.672156917676615,62.0871,20.26,0.26909963065895626,375.2200012207031,-0.044896647808736555,73.80206626206744,3.218168124350904,7.004742676535256,99.10271,5.319915581422258
1991-12-31,10115.329,1.1664011655910578,7.09,4.12,2.9699999999999998,,,19.15,-0.11481955401400898,7581.419,0.21932547687246728,1.6538043251631773,61.7852,19.31,-0.048025402380114365,417.0899963378906,0.10578949320065524,73.9161140092293,2.991773,7.1,99.06947,5.32
1992-01-31,10149.628607313949,1.808460198167272,7.03,4.23,2.8,,,18.93,-0.011554750405423506,7594.554201172032,0.1732551804884075,1.7736196547031957,61.4616,17.4,-0.10415289021993972,408.7799987792969,-0.020124906041998382,74.11370236702054,2.8695888890270784,7.193115244824554,99.12017,5.3166587003138215
1992-02-29,10190.6049876354,2.3845568793404937,7.34,4.35,2.99,,,18.69,-0.012759343753759986,7604.597538443797,0.13224393434725368,1.912757139133503,61.8955,16.68,-0.04225980928988261,412.70001220703125,0.009543855309576457,74.28705796683793,2.8372555505018986,7.277413279990014,99.24621,5.303075682354877
1992-03-31,10236.435,2.858936912248855,7.54,4.54,3.0,,,19.49,0.04191289205199774,7615.218,0.13965843034444703,1.9641358950882593,62.4232,16.18,-0.030434485300255106,403.69000244140625,-0.02207370360663781,74.343754939348,2.868447,7.366667,99.41574,5.27
1992-04-30,10276.883526251879,3.083543921059073,7.48,4.4,3.08,,,20.88,0.06889024949496858,7627.175574070716,0.15702208486632063,1.838395586843533,62.897,15.53,-0.04100227446974994,414.95001220703125,0.02751079773217417,74.20050585331028,2.9406672536782854,7.452680078998733,99.56934,5.216530119306908
1992-05-31,10314.309751062594,3.1501776075311128,7.39,4.24,3.1499999999999995,,,22.13,0.05814239104852022,7641.324841054985,0.1855112268868142,1.6473812067088422,63.104,13.86,-0.1137666433988385,415.3500061035156,0.00096349251741979,73.95046635310109,3.0288760461519364,7.5348205785763955,99.6666,5.152740591247419
1992-06-30,10347.429,3.169835814511379,7.26,4.05,3.21,,,21.84,-0.013191003186253936,7656.355,0.1966957204104336,1.566392634071767,63.1363,13.35,-0.03749060891549867,408.1400146484375,-0.017511264288296996,73.7520437426397,3.097345,7.6,99.69566,5.1
1992-07-31,10379.937148849463,3.2454371758784406,6.84,3.62,3.2199999999999998,,,21.83,-0.0004579803148518753,7673.042319031609,0.21795383092357845,1.7063715883816055,63.7176,13.17,-0.013574869091068874,424.2099914550781,0.038618306803876776,73.70249267009382,3.1270486928150762,7.6444856624276545,99.68461,5.065496790592666
1992-08-31,10413.43438448867,3.409043012968005,6.59,3.47,3.1199999999999997,,,21.46,-0.017094433359299954,7691.429018672839,0.23962724140886849,1.987309666134962,63.3613,13.58,0.03065660637536033,414.0299987792969,-0.024290163475819793,73.77191699472448,3.1219589824459146,7.657754599869905,99.67416,5.033158071661901
1992-09-30,10449.673,3.6653854414522735,6.42,3.06,3.36,,,21.83,0.01709443335930004,7711.512,0.2611085830526827,2.2642108441667697,63.5703,14.28,0.0502618347808883,417.79998779296875,0.009064387885347568,73.8806159211078,3.097561,7.633333,99.70724,4.98
1992-10-31,10491.941836940172,4.015183913144416,6.59,3.54,3.05,,,20.68,-0.05411812092162409,7734.5533036441175,0.2987909977202552,2.4484066378746228,63.9995,16.15,0.12306009275722721,418.67999267578125,0.002104067588025682,73.96968030247528,3.0666263441881427,7.566150502578257,99.80778,4.887365446234985
1992-11-30,10530.5118419667,4.303746702720357,6.87,3.83,3.04,,,19.91,-0.037944931564123485,7756.121406206656,0.27885388742976414,2.528729205807312,64.2422,13.01,-0.21620175714425158,431.3500061035156,0.029812952179299218,73.99985992866095,3.0460041759356966,7.473452999999231,99.95344,4.782565932838264
1992-12-31,10558.648,4.382645388993267,6.77,3.61,3.1599999999999997,,,19.49,-0.021320604556635588,7773.848,0.22854972047188227,2.5381660082367086,64.3507,12.57,-0.03440526992225784,435.7099914550781,0.010057025148320268,73.9457425765761,3.050109,7.366667,100.0841,4.69
1993-01-31,10569.148573357483,4.133352876983332,6.6,3.39,3.2099999999999995,,,20.27,0.0392404469444392,7785.092871253259,0.14465000155983176,2.508885512355974,64.5978,12.42,-0.012004946096823375,438.7799987792969,0.007021280908169157,73.79737463611548,3.0895336617660876,7.265518777878294,100.1477,4.636798690561864
1993-02-28,10570.951468672469,3.7323248374218743,6.26,3.32,2.94,,,20.53,0.012745270566933642,7794.779149639735,0.12442084566830491,2.5008767424509415,64.9089,13.16,0.057873849391838476,443.3800048828125,0.010429055449634723,73.64288301559681,3.1418967705126226,7.189596868257058,100.1308,4.614205723019461
1993-03-31,10576.275,3.3199058070509935,5.98,3.32,2.6600000000000006,,,20.44,-0.004393465695338538,7812.554,0.22803533004636112,2.5913375034043673,64.8522,12.53,-0.04905615698919431,451.6700134277344,0.018524653242830477,73.5355172054693,3.197115,7.133333,100.0399,4.6
1993-04-30,10593.09673373344,3.076936764670024,5.97,3.26,2.71,,,20.54,0.0048804391649083486,7842.001967447717,0.37693137798109344,2.8165916896855325,65.0301,12.42,-0.008817692402644194,440.19000244140625,-0.025745396987600266,73.55604356073185,3.227447206892795,7.110885314086436,99.90617,4.580297456314167
1993-05-31,10617.067027730109,2.9353130163298102,6.04,3.62,2.42,,,20.04,-0.02464392828374816,7880.808395730365,0.49485359024052933,3.1340580286378206,64.784,13.47,0.08115691391694005,450.19000244140625,0.022463263865183974,73.66505583549755,3.216302027418789,7.097921831780655,99.75073,4.537697316679555
1993-06-30,10637.847,2.806668207145946,5.96,3.45,2.51,,,18.82,-0.06281014205943042,7919.946,0.4966191576341039,3.4427740093033954,64.9301,11.26,-0.17920836771072834,450.5299987792969,0.0007549434975973471,73.7903750223239,3.147353,7.066667,99.62022,4.46
1993-07-31,10651.176529523518,2.6131119753853183,5.81,3.53,2.28,,,17.94,-0.047887277526583456,7956.956757738964,0.4673107334187021,3.700154735275696,65.1052,11.73,0.040893039953839826,448.1300048828125,-0.005341285007793978,73.88732590327325,3.0112370230365224,6.99428956600626,99.54929,4.3354426987329715
1993-08-31,10664.53491385505,2.4113133102409146,5.68,3.38,2.3,,,18.24,0.016584128015535042,7992.264177358451,0.44373019352086374,3.9113038416562107,65.0267,11.85,0.010178204915756052,463.55999755859375,0.03385244141081636,73.95691541004152,2.8560797571242156,6.896358552714496,99.56352,4.195034498936591
1993-09-30,10688.606,2.2865117406066116,5.36,3.39,1.9700000000000002,,,18.72,0.025975486403260736,8028.094,0.4483062852583375,4.105316830214356,65.3717,12.99,0.09185196310136803,458.92999267578125,-0.010038144175098181,74.0172720557835,2.744263,6.8,99.66884,4.08
1993-10-31,10732.266362747325,2.2905628866623617,5.33,3.47,1.8599999999999999,,,16.97,-0.09814539180331104,8069.058812520059,0.5102682220718746,4.324820008911701,65.8509,11.46,-0.12531711939591456,467.8299865722656,0.019207276337299777,74.08967066177486,2.7080288516364552,6.718717762711644,99.85534,4.007882513414198
1993-11-30,10783.953743431248,2.406738677739484,5.72,3.65,2.07,,,15.36,-0.0996803515266088,8110.289608201609,0.5109740384786177,4.566305546887617,66.1518,13.76,0.18290312121860397,461.7900085449219,-0.012994692567740804,74.17683104076258,2.718212602528196,6.66351233572261,100.0921,3.9630416724428814
1993-12-31,10833.987,2.6077107599381977,5.77,3.63,2.1399999999999997,,,14.19,-0.07922923654757481,8151.103,0.5032297706991651,4.852873377508793,66.5436,11.66,-0.1656016515828512,466.45001220703125,0.010040598783038786,74.2899670081485,2.724924,6.633333,100.3541,3.91
1994-01-31,10871.471016220092,2.8604238152607486,5.75,3.53,2.22,88.67,,15.24,0.07138605908654888,8187.973609529293,0.4523388985428367,5.175028030348705,66.7351,10.63,-0.09248398856848969,481.6099853515625,0.03198376790603728,74.42749429497894,2.687447616605616,6.626650895625979,100.5994,3.8248733764212206
1994-02-28,10900.778483596752,3.120126091787867,5.97,4.03,1.9399999999999995,88.18,-0.0055414334621240145,14.5,-0.049774900831971565,8220.600323391469,0.39847116537117255,5.462902355243959,66.774,14.87,0.33566556811820697,467.1400146484375,-0.030505597516048102,74.55850265352315,2.6181938092957493,6.616279494623075,100.7994,3.724666746983303
1994-03-31,10939.116,3.430706936043171,6.48,4.5,1.9800000000000004,88.27,0.0010201191023497458,14.78,0.01912626609352699,8260.279,0.4826737105272816,5.730840388431235,67.4552,20.45,0.31863712201674704,445.7699890136719,-0.04682593067640036,74.6910431721062,2.515723,6.566667,100.9483,3.6
1994-04-30,10988.958745562228,3.736980996012007,6.97,5.07,1.8999999999999995,88.19,-0.0009067211320520728,16.92,0.13522143865802164,8304.981546637047,0.5411747791696397,5.9038442110977085,67.8541,13.77,-0.3954905697482473,450.9100036621094,0.011464671878566653,74.7896906957892,2.4107073811154356,6.4599813855666754,101.0425,3.478194780048949
1994-05-31,11044.019185324803,4.021375738512001,7.18,5.38,1.7999999999999998,87.43,-0.0086551047072897,18.3,0.078404705669298,8354.15638741755,0.5921125833255436,6.006338029276703,68.1663,13.03,-0.05523792160380979,456.5,0.012320928865823515,74.8543018198704,2.3460967649726845,6.320391482865353,101.0845,3.3671489198688547
1994-06-30,11087.361,4.225610689832271,7.1,5.51,1.5899999999999999,87.13,-0.0034372169496043087,19.37,0.05682441757152933,8399.652,0.544586556351434,6.05693523667965,68.6265,14.97,0.13879380729478336,444.2699890136719,-0.02715623904644618,74.877131820295,2.380952,6.2,101.0804,3.29
1994-07-31,11112.899384048547,4.334946972714238,7.3,5.37,1.9299999999999997,85.95,-0.013635524414337139,20.3,0.04689540862883716,8441.359710456685,0.49654093356112927,6.0877916955699,68.7178,11.13,-0.2964040331440836,458.260009765625,0.031004268952847046,74.86062983964638,2.545369790869036,6.121826108294996,101.0445,3.2523979274471504
1994-08-31,11129.620044009962,4.361044657940849,7.24,5.56,1.6800000000000006,85.72,-0.0026795612234820345,17.6,-0.1427219840036355,8482.654249151132,0.48919297495748637,6.135809088767652,69.1785,11.97,0.0727593542824283,475.489990234375,0.03690910079063622,74.82281996651238,2.75120126436134,6.0667429062740625,100.992,3.2451921919926545
1994-09-30,11152.176,4.337048254936149,7.46,5.96,1.5,84.74,-0.011498425406963103,18.36,0.04227548314823812,8528.83,0.5443549800876246,6.237296175156892,69.3961,14.28,0.1764564373415565,462.7099914550781,-0.027245341243997485,74.788679868747,2.878195,6.0,100.9238,3.25
1994-10-31,11192.315319617448,4.2865965241693615,7.74,6.18,1.5600000000000005,84.06,-0.0080569156214424,18.16,-0.010953012019197093,8586.856264577636,0.680354334388622,6.417073714398458,69.9544,14.56,0.01941808585710173,472.3500061035156,0.02061975964867581,74.77470055807142,2.856440629405821,5.89132341587743,100.8323,3.254307892783125
1994-11-30,11238.55416017443,4.215526397450375,7.96,6.91,1.0499999999999998,84.25,0.0022577396555004377,18.06,-0.005521825184307973,8645.773185167302,0.6861291114503398,6.602521029880126,70.4326,15.95,0.09118078646231356,453.69000244140625,-0.04030609832475872,74.7821260810048,2.750096846652603,5.763169044367481,100.6948,3.263805982711819
1994-12-31,11279.932,4.116167021429895,7.81,7.2,0.6099999999999994,86.11,0.021836979475602668,17.77,-0.016187905822279296,8699.19,0.6178373372591084,6.7240838448489715,71.1523,13.2,-0.18924199963852842,459.2699890136719,0.012224097678835127,74.8073314536137,2.652641,5.633333,100.5002,3.29
1995-01-31,11304.186556274386,3.9802850912143306,7.78,6.84,0.9400000000000004,88.01,0.02182489567764664,18.48,0.03917742404697819,8738.36942013172,0.45038009437337045,6.722002742679423,71.2734,11.96,-0.09864908106983943,470.4200134277344,0.023987692740722114,74.84404537536919,2.647495760422385,5.530710572994731,100.2435,3.3404950188763753
1995-02-28,11314.483727748164,3.7951899011060997,7.47,6.44,1.0299999999999994,87.24,-0.008787503052292214,18.52,0.0021621630044950956,8768.551776065966,0.34540031993510745,6.665589264999516,71.193,11.75,-0.017714507932317755,487.3900146484375,0.035438712774815286,74.87480385301632,2.715013367450624,5.4748709207106385,99.927,3.4022462105978075
1995-03-31,11319.951,3.481405627292,7.2,6.49,0.71,86.02,-0.014083113977838048,19.18,0.03501684023725888,8807.641,0.44578882502273043,6.626434772965895,71.3113,13.37,0.1291601505236837,500.7099914550781,0.02696242010364243,74.8905655305094,2.840264,5.466667,99.58177,3.48
1995-04-30,11325.569928335735,3.0631763260503986,7.06,6.32,0.7399999999999993,82.6,-0.040570146828657914,20.36,0.059704122227029865,8859.108595995469,0.5843516555167128,6.672224932068693,71.1882,11.75,-0.12916015052368376,514.7100219726562,0.027576603842838925,74.88095296764102,2.9784778499808278,5.516779860503235,99.26064,3.5569799940878686
1995-05-31,11335.914512954807,2.6430172089692894,6.63,5.8,0.8300000000000001,82.17,-0.005219408583835809,18.88,-0.07546903096496736,8920.5714195701,0.6937811283001416,6.7800386524442535,71.5378,12.85,0.08949057075106076,533.4000244140625,0.03566797956572486,74.87635025191267,3.0841113756486145,5.597888755707371,99.00693,3.633296591266942
1995-06-30,11353.721,2.4023751008017014,6.17,5.65,0.5199999999999996,82.22,0.000608309526635938,17.38,-0.0827830408801086,8978.958,0.6545161479432959,6.8967857239800034,71.7749,11.38,-0.12148638264304386,544.75,0.021055316306170482,74.9161560125794,3.093249,5.666667,98.83786,3.7
1995-07-31,11382.166364857112,2.423012856528417,6.28,5.67,0.6100000000000003,82.18,-0.0004866180144685319,17.62,0.013714500670787484,9031.235599463293,0.5822234546958738,6.9879250409848215,71.4748,13.49,0.17009124152147959,562.0599975585938,0.03128162759251219,75.02744051722048,2.972843892256074,5.697142421736017,98.7403,3.7585102560676233
1995-08-31,11416.632106725838,2.5788127679196693,6.49,5.65,0.8399999999999999,84.24,0.024757904370456153,17.89,0.015207277012594273,9078.553958198838,0.5239411397744753,7.024920402801271,72.4223,11.52,-0.15786401495191937,561.8800048828125,-0.0003202887643984275,75.16965240815105,2.7893877389129234,5.691950986478716,98.67972,3.80803482623811
1995-09-30,11450.31,2.6733258155179795,6.2,5.65,0.5499999999999998,85.22,0.011566280246045897,17.54,-0.0197579105765909,9125.043,0.5120754033650643,6.990560252695843,72.7144,12.74,0.10066199487627221,584.4099731445312,0.03931443269158869,75.2833888472521,2.641003,5.666667,98.62749,3.85
1995-10-31,11480.914749923722,2.5785498537592932,6.04,5.55,0.4900000000000002,85.22,0.0,17.67,0.007384299387568198,9177.596248884869,0.5759233012367027,6.879583937420075,72.5866,13.83,0.08209349553264951,581.5,-0.004991773385712522,75.33848621271369,2.586101260246957,5.632309716065576,98.5836,3.889172688832174
1995-11-30,11506.077851463753,2.3804102153756945,5.93,5.36,0.5699999999999994,86.17,0.011085941179909466,18.27,0.0333920840583102,9229.727778773637,0.5680303259701702,6.75422060120856,72.7779,11.58,-0.17756067353181765,605.3699951171875,0.04022886132135168,75.35997398990192,2.6047115369222222,5.597848673996832,98.56274,3.9222612735043993
1995-12-31,11528.067,2.1997916299495213,5.71,5.18,0.5300000000000002,86.36,0.0022025163949311484,19.54,0.06720327622472129,9279.97,0.5443521459203682,6.676253766155216,73.0305,12.52,0.07804789352710327,615.9299926757812,0.017293475541394994,75.3955893480103,2.650924,5.566667,98.57973,3.95
