,us_real_gdp,us_gdp_yoy_growth,us_bond_yield_10y,us_bond_yield_1y,us_term_spread,us_reer,us_reer_log_ret,us_oil_price,us_oil_log_ret,us_credit,us_credit_mom_growth,us_credit_yoy_growth,us_industrial_production,us_vix,us_vix_log_ret,us_sp500_close,us_sp500_log_ret,us_house_price_idx,us_cpi,us_unemployment,us_consumer_confidence,us_delinquency_rate
2014-01-31,17995.220121076298,2.5645828550362904,2.86,0.1,2.76,82.96,0.01090787690723179,97.55,-0.006335602635309847,25617.151409135582,0.27221888867232646,3.3717177335183424,100.1599,18.41,0.2940393729472473,1782.5899658203125,-0.0362314077760193,93.85470662683923,1.1974313732221793,6.857259671245872,100.7389,2.3598208118059496
2014-02-28,17963.416276133885,2.02710966009938,2.71,0.12,2.59,83.04,0.000963855496306659,102.88,0.05319819342018908,25669.80965083202,0.20555853715125139,3.582652817703358,100.9168,14.0,-0.2738366656297279,1859.449951171875,0.042213375072275613,94.08190762533305,1.2491585303485857,6.782596054473436,100.7549,2.3409523556687684
2014-03-31,17953.974,1.6508175559380112,2.72,0.13,2.5900000000000003,83.34,0.0036062065767288954,101.57,-0.012815044537899488,25734.748,0.252975577346648,3.776024507431064,101.8942,13.88,-0.008608374536600164,1872.3399658203125,0.006908248426944213,94.2967836390594,1.405456,6.666667,100.8007,2.32
2014-04-30,17999.43031697603,1.7624489904952911,2.71,0.11,2.6,83.18,-0.0019216916795416986,100.07,-0.014878274849045074,25816.229708255196,0.3166213566777376,3.895317385332575,101.9928,13.41,-0.034448257785071386,1883.949951171875,0.0061816433655846855,94.43975791852075,1.6445276023140516,6.507176470145798,100.8573,2.3001353418699173
2014-05-31,18087.370930834884,2.2059418313575607,2.56,0.1,2.46,83.1,-0.0009622324533632119,103.4,0.03273502097196427,25908.159986463885,0.3560949032743288,3.945137750829275,102.3836,11.4,-0.1623873418931373,1923.5699462890625,0.020812196013358243,94.55524890919514,1.897975949022001,6.331390619045245,100.9068,2.2798244473160123
2014-06-30,18185.911,2.6891521587272926,2.6,0.11,2.49,83.38,0.0033637705912484476,106.07,0.025494291443049887,25987.556,0.30645176491730375,3.9260258641377943,102.735,11.57,0.014802185805135365,1960.22998046875,0.018878996713560546,94.685294524021,2.050846,6.2,100.942,2.26
2014-07-31,18278.320312025284,3.0170282157743644,2.54,0.12,2.42,83.14,-0.0028825386281594407,98.23,-0.07678758583060058,26048.59585259004,0.23488108150699905,3.8473759814818376,102.9632,16.95,0.38185229262087406,1930.6700439453125,-0.01519468763799153,94.88040580006385,2.0427255050777577,6.137558360244252,100.9587,2.239164812601813
2014-08-31,18353.67666038649,3.1346546300514477,2.42,0.09,2.33,83.61,0.005637196337475115,97.86,-0.003773781825800751,26103.56752769337,0.21103508002664473,3.7457070501317524,102.7688,11.98,-0.34702924113915595,2003.3699951171875,0.03696364440798924,95.1406571399205,1.922598164314498,6.1111377360423385,100.9595,2.2186644186834474
2014-09-30,18406.941,3.059782928201682,2.53,0.13,2.4,84.62,0.012007515129955048,91.17,-0.07081199026416606,26171.607,0.26065200564806545,3.666125261946873,103.0641,16.31,0.30853982394561913,1972.2900390625,-0.01563543610528987,95.4488500212256,1.783154,6.066667,100.9466,2.2
2014-10-31,18441.387697811602,2.834357891988737,2.3,0.11,2.19,85.4,0.00917545550260284,80.53,-0.12409610978935784,26270.65416597896,0.37845274835037745,3.6328135782188964,103.0764,14.03,-0.15058052251855283,2018.050048828125,0.022936398829564386,95.82438648841831,1.6700952249152083,5.962593907509224,100.9155,2.1824789544435146
2014-11-30,18466.685262533283,2.6444295958896413,2.33,0.13,2.2,86.34,0.01094688933280726,65.94,-0.19988454816386864,26377.702810125462,0.4074837401085052,3.6306439377419064,103.7126,13.33,-0.05118075992375222,2067.56005859375,0.024237473563306713,96.25957143648621,1.5269606501719277,5.829753045032769,100.8651,2.166519833305101
2014-12-31,18500.031,2.6858351011456394,2.21,0.25,1.96,87.77,0.01642676647669465,53.45,-0.2099986001725306,26475.049,0.3690472615271556,3.630254044155845,103.7044,19.2,0.3648931448431185,2058.89990234375,-0.004197384221126008,96.8051681274448,1.248028,5.7,100.79,2.15
2015-01-31,18551.62959312536,3.0919848065508626,1.88,0.18,1.7,89.45,0.01896005335070205,47.79,-0.11193022488098742,26543.24515543684,0.25758651263247945,3.615131641728886,102.8905,20.97,0.0881825658800928,1994.989990234375,-0.031532779266425476,97.4469527748976,0.7856798957768419,5.610354105678092,100.6933,2.13311592479267
2015-02-28,18607.203700967148,3.5838807882473622,1.98,0.22,1.76,90.56,0.01233280450014459,49.84,0.04200146188913093,26598.15950831935,0.20688635681480605,3.6165046415030266,102.2335,13.34,-0.45232580442635084,2104.5,0.053438876325627216,98.03123337549229,0.32452926268024385,5.561836207267251,100.5845,2.1197092799234865
2015-03-31,18666.621,3.9692994988184793,2.04,0.26,1.78,92.44,0.020547170951307103,47.72,-0.04346727724948241,26681.023,0.3115384418035827,3.6770323144411643,101.8914,15.29,0.13643197945349314,2067.889892578125,-0.017549197433963104,98.574511441529,-0.06269593,5.533333,100.4775,2.11
2015-04-30,18712.81256268808,3.9633601350106407,1.94,0.24,1.7,91.93,-0.005532367530516551,59.62,0.22264049102020997,26803.250606217156,0.458106895740662,3.8232573428270245,101.3355,14.55,-0.04960802632346936,2085.510009765625,0.008484722544635536,98.921497655297,-0.19169739429834165,5.5181887264270335,100.373,2.1079425299324277
2015-05-31,18750.64116751177,3.667035077752301,2.2,0.26,1.9400000000000002,91.52,-0.004469890244175666,60.25,0.010511484120839139,26955.041675217104,0.5663158966425552,4.040741176911755,100.8883,13.84,-0.050028043427978064,2107.389892578125,0.010436729675336851,99.15370550940068,-0.1429008119346785,5.492404944617456,100.2627,2.112086181069058
2015-06-30,18782.243,3.2790878609270546,2.36,0.28,2.08,92.4,0.009569451016150893,59.48,-0.01286245077881014,27099.713,0.5367134153456243,4.2795751936042015,100.571,18.23,0.27550563850104826,2063.110107421875,-0.021235558871758677,99.3463064947448,-0.03827201,5.433333,100.1404,2.12
2015-07-31,18813.043649370822,2.9254511805099748,2.32,0.33,1.9899999999999998,93.87,0.01578386770126195,47.11,-0.23315482888000458,27223.98421337368,0.45857021944726295,4.512290671770591,101.2228,12.12,-0.4082116080494034,2103.840087890625,0.019549682990019603,99.59187094896863,0.031820420946580066,5.323411897151425,99.9845,2.1301080794178024
2015-08-31,18839.530600512564,2.6471749999536387,2.17,0.39,1.7799999999999998,95.19,0.01396404791431342,49.2,0.04340833078631275,27319.816310373608,0.3520134901960903,4.6593201538062345,101.0367,28.43,0.85258794502174,1972.1800537109375,-0.06462473099312395,99.90844829980897,0.07058218055019144,5.19668004466316,99.80509,2.1406624126494997
2015-09-30,18857.418,2.4473213664345517,2.17,0.33,1.8399999999999999,95.55,0.00377477642306816,45.06,-0.08789868849416402,27387.493,0.24772014883824856,4.645820946340806,100.7547,24.5,-0.14877180811222715,1920.030029296875,-0.02679873096346286,100.291901617658,0.1095034,5.1,99.63113,2.15
2015-10-31,18866.608462544762,2.3057959178615306,2.07,0.34,1.7299999999999998,94.62,-0.009780800483279914,46.6,0.03360560612750181,27436.60102337206,0.17930820967095862,4.438210217479188,100.2675,15.07,-0.4859671049122771,2079.360107421875,0.07971937954339872,100.76802053859682,0.18002159109495386,5.056617311697409,99.48711,2.1573992294041835
2015-11-30,18874.47598343901,2.2082507775939897,2.26,0.51,1.7499999999999998,95.95,0.013958352250706855,40.43,-0.14202845747892065,27479.98706980339,0.15813200182621667,4.178848581366235,99.5298,16.13,0.06797487949871334,2080.409912109375,0.0005047417068051869,101.27066426912647,0.29237951878118634,5.04678238489653,99.36516,2.161097717686623
2015-12-31,18892.206,2.119861312664817,2.24,0.65,1.5900000000000003,96.42,0.004886426523767341,37.13,-0.08514681546369071,27540.109,0.2187844195264521,4.022882072852818,99.0417,18.21,0.12129000160239926,2043.93994140625,-0.01768565839025723,101.787280446068,0.4662646,5.033333,99.25893,2.16
2016-01-31,18926.4837480458,2.0205996084535327,2.09,0.47,1.6199999999999999,98.74,0.023776483853240472,33.66,-0.09811507942632894,27629.322626684494,0.3239407174622899,4.091728290522134,99.5607,20.2,0.10371171066764247,1940.239990234375,-0.052067617305496784,102.26062766738886,0.6972817966689379,4.9904896260086185,99.17329,2.1539265965759347
2016-02-29,18965.393851116154,1.925007948026014,1.78,0.62,1.1600000000000001,97.35,-0.014177401012508124,32.74,-0.027712616819670962,27728.99000990217,0.36073046221341,4.2515366569973345,99.0445,20.55,0.017178336535084552,1932.22998046875,-0.00413690551499243,102.65045820191399,0.9145087168133217,4.939307665848279,99.11559,2.148641875420491
2016-03-31,19001.69,1.7950168913805964,1.89,0.59,1.2999999999999998,95.73,-0.016781002859946718,36.94,0.12069740282810486,27835.902,0.38556034698578046,4.328465966241235,98.3096,13.95,-0.3873814326748691,2059.739990234375,0.06390499028682897,103.001953519955,1.080267,4.9,99.09669,2.15
2016-04-30,19023.30758816384,1.659264337926758,1.81,0.56,1.25,94.49,-0.013037720163727435,45.98,0.2189115445639416,27928.171732076076,0.3314774282366706,4.196957833159187,98.6421,15.7,0.1181812040868877,2065.300048828125,0.0026957614511553935,103.27899511772227,1.1290724591850247,4.896009871718377,99.09766,2.162786573235755
2016-05-31,19039.964282641547,1.5430038500820586,1.81,0.68,1.13,95.82,0.013977422660441406,49.1,0.06565251546543943,28020.90755508119,0.3320511771939705,3.9542356962633196,98.4184,14.19,-0.10112322118231105,2096.949951171875,0.015208366810523843,103.54147412525944,1.099269856229397,4.914284778098725,99.10257,2.184860052275062
2016-06-30,19062.709,1.493250832714721,1.64,0.45,1.19,96.43,0.006345925067317035,48.27,-0.017048785128073354,28121.919,0.3604859861167986,3.7720178069782673,98.8833,15.63,0.09665465326143399,2098.860107421875,0.0009105066031534965,103.822044640492,1.047063,4.933333,99.10478,2.21
2016-07-31,19101.890858086914,1.5353560758136542,1.5,0.5,1.0,96.84,0.004242775547564664,41.54,-0.15015343122443536,28245.64038647404,0.43994645768674623,3.752779773500148,98.9992,11.87,-0.2751779358118087,2173.60009765625,0.03499043269105408,104.17791710035868,1.0185703414669112,4.937387869481325,99.12283,2.2359884615845083
2016-08-31,19150.781898801804,1.6521181174268262,1.56,0.61,0.9500000000000001,95.98,-0.008920295639758274,44.68,0.07286915575303383,28370.233648333724,0.44110616773038736,3.8448916567614733,98.85,13.42,0.1227319229219592,2170.949951171875,-0.0012199867803522136,104.58719920106499,1.0381628486150642,4.924840791415232,99.1689,2.2624601398324846
2016-09-30,19197.938,1.8057615310855146,1.63,0.59,1.04,96.61,0.006542419099318692,47.72,0.06582462302871545,28467.669,0.3434421897050566,3.944048474973605,98.7457,13.29,-0.009734258818381865,2168.27001953125,-0.0012352137017536324,105.009110012726,1.117615,4.9,99.25753,2.29
2016-10-31,19239.031947782336,1.9739821599464191,1.76,0.66,1.1,97.39,0.008041280443689682,46.83,-0.01882657403426497,28529.10430000812,0.21580727248204923,3.9819191732438197,98.7611,17.06,0.24972466933837908,2126.14990234375,-0.019616837043472765,105.44359122471435,1.2742969106361883,4.864001784259442,99.38359,2.320762780576766
2016-11-30,19272.62580896231,2.109461612988084,2.14,0.8,1.34,99.65,0.02294051068569596,49.41,0.05362880966220826,28571.034439744308,0.14697320776444478,3.970334364312067,98.3491,13.33,-0.2467194078729156,2198.81005859375,0.033603545044434316,105.8269496097935,1.4980113521379401,4.820276067487258,99.53111,2.3486269978947547
2016-12-31,19304.352,2.1815663030564147,2.49,0.85,1.6400000000000001,101.16,0.015039375142960557,53.75,0.08419083415011351,28626.556,0.19432814157565037,3.9449625998212223,99.0214,14.04,0.051893264407047786,2238.830078125,0.01803711129927909,106.145280524029,1.800621,4.766667,99.67922,2.37
2017-01-31,19335.959678599855,2.163507685870769,2.43,0.84,1.5900000000000003,101.35,0.0018764510962445361,52.75,-0.01877989465159636,28717.990695551358,0.3194051549594734,3.940263333909688,98.7611,11.99,-0.15783742955824206,2278.8701171875,0.017726314621062854,106.37015226214953,2.151389890175796,4.70514246874154,99.79766,2.3808334132744595
2017-02-28,19365.11456250429,2.107632008731586,2.42,0.88,1.54,99.83,-0.015111133549675158,54.0,0.023420274208098422,28827.271780916893,0.38053179459545117,3.9607709138433256,98.3646,12.92,0.0747035293150328,2363.639892578125,0.03652300073827695,106.56550912092919,2.418804271900321,4.642908466568794,99.87472,2.3874018664125765
2017-03-31,19398.343,2.0874616941966906,2.48,1.03,1.45,99.28,-0.00552459845198207,50.54,-0.0662189446042262,28966.27,0.48217611482443967,4.060827631883468,99.0137,12.37,-0.04350231195005931,2362.719970703125,-0.00038927289213133893,106.878052599422,2.53932,4.566667,99.9113,2.4
2017-04-30,19431.81459230558,2.147402612550464,2.3,1.07,1.2299999999999998,98.55,-0.007380107297622646,49.31,-0.024638201724013396,29107.334446765133,0.48699555298328256,4.222126410569027,100.0224,10.82,-0.13387791298606103,2384.199951171875,0.0090501324781982,107.34682414332829,2.407204788244054,4.488014297373781,99.9229,2.4238337210302308
2017-05-31,19468.52959686542,2.2508724694120907,2.3,1.17,1.13,98.14,-0.004169002936971839,48.29,-0.02090240035058428,29247.432873380832,0.48131657975045705,4.377179132719533,100.1408,10.41,-0.03862939079145798,2411.800048828125,0.011509759110980618,107.93376215603062,2.1340964054679574,4.414752236597125,99.93004,2.45664107854352
2017-06-30,19506.949,2.3304137937582903,2.19,1.24,0.95,96.84,-0.013334898591899546,46.02,-0.048148415278230584,29365.576,0.4039435773069089,4.4223760121064215,100.3471,11.18,0.07135958510007562,2423.409912109375,0.004802226040503879,108.499027862779,1.901991,4.366667,99.94785,2.49
2017-07-31,19550.8728862293,2.3504585565795155,2.32,1.23,1.0899999999999999,95.47,-0.01424807005991593,50.21,0.0871381254393943,29464.372571528827,0.3364366887570247,4.314762095599023,100.1068,10.26,-0.08587362798432961,2470.300048828125,0.01916401754710087,108.9960014531706,1.8244490909136735,4.34935730791599,99.98228,2.5196561209210726
2017-08-31,19601.824820489983,2.3552193538186383,2.21,1.23,0.98,94.27,-0.012649056601882857,47.26,-0.06054993828785243,29562.781390758486,0.3339925837238189,4.203517521946121,99.6925,10.59,0.03165731987069164,2471.64990234375,0.0005462837796946754,109.40689579224399,1.8736661465114923,4.346419933708041,100.0588,2.538266316607058
2017-09-30,19660.766,2.410821412174591,2.2,1.31,0.8900000000000001,93.57,-0.007453186120237396,51.67,0.08921307054033152,29686.352,0.4179938538534822,4.280937086910752,99.7954,9.51,-0.10756628305601618,2519.360107421875,0.01911903935235539,109.745083635889,1.966925,4.333333,100.1694,2.54
2017-10-31,19732.819192204573,2.5665909062495995,2.36,1.43,0.9299999999999999,95.03,0.015482811935402364,54.36,0.050751246983849696,29859.742322939765,0.5840741999548094,4.664142305131058,101.0247,10.18,0.06808113456507775,2575.260009765625,0.021945560031841664,110.05999078390673,2.0462848619702485,4.2913983911608184,100.3015,2.522589434892774
2017-11-30,19807.599525577913,2.775821633847242,2.35,1.62,0.73,95.01,-0.0002104820045656819,57.4,0.054415714042577765,30038.136719381742,0.5974411785359734,5.1349288130659865,101.2664,11.28,0.10260623494753617,2647.580078125,0.02769554104663445,110.37053015456627,2.095168358745029,4.231973041822523,100.4374,2.498171005300818
2017-12-31,19882.352,2.9941434967617697,2.4,1.76,0.6399999999999999,94.38,-0.00665296292041676,60.46,0.05193768602579124,30185.758,0.4914461972037376,5.446697814434964,101.4644,11.04,-0.02150620522096362,2673.610107421875,0.009783614574871227,110.741816962729,2.117558,4.166667,100.5725,2.48
2018-01-31,19947.99856664162,3.1652883964127465,2.58,1.9,0.6800000000000002,92.7,-0.017960713726431918,64.82,0.06963220836208911,30266.44418857875,0.2672988651759134,5.391928388873168,101.4625,13.54,0.20412322663517968,2823.81005859375,0.05465739835832857,111.18755652377803,2.119730552055547,4.110426460265467,100.7064,2.4796958144741787
2018-02-28,19998.31690312243,3.269809422373271,2.86,2.07,0.79,91.69,-0.010955150510000056,61.43,-0.05371588253756523,30318.874841294244,0.1732303021419357,5.1742775789305195,101.7085,19.85,0.3825557396490707,2713.830078125,-0.0397261075980839,111.60159314974483,2.136463029756285,4.069170349871314,100.828,2.4891651082930624
2018-03-31,20044.077,3.328810094759116,2.84,2.09,0.75,92.18,0.005329865230552902,64.87,0.05448695204912811,30413.27,0.3113412328124676,4.995465415464273,102.2067,19.97,0.006027140294524307,2640.8701171875,-0.02725249736693992,111.993606873921,2.214195,4.033333,100.905,2.5
2018-04-30,20079.561365092275,3.333434300279814,2.87,2.24,0.6299999999999999,92.43,0.0027084139843240192,68.56,0.05532400706456025,30580.535503170217,0.5499753994562706,5.061270928464601,103.3329,15.93,-0.22602702350576667,2648.050048828125,0.002715085811824473,112.25544370201843,2.3723061084930137,4.006088016470953,100.9306,2.5030771267935275
2018-05-31,20113.35800532883,3.312157732586196,2.98,2.23,0.75,95.3,0.030578209383470174,66.98,-0.023315206923465837,30793.700588884727,0.6970613241629176,5.286849352550216,102.4024,15.43,-0.03189045754688768,2705.27001953125,0.021378191183066175,112.46571320595201,2.566483875938223,3.9758243263817126,100.9138,2.501280056065825
2018-06-30,20150.476,3.2989628465220244,2.91,2.33,0.5800000000000001,96.91,0.016752902086302184,74.13,0.10142624130256982,30982.652,0.6136041057159369,5.506706219554469,103.198,16.09,0.04188429462922238,2718.3701171875,0.004830749386570285,112.698004980836,2.711887,3.933333,100.866,2.5
2018-07-31,20197.482447846807,3.3073181201692003,2.89,2.44,0.4500000000000002,97.16,0.0025763913875131066,69.88,-0.05904082340277255,31117.29737489088,0.4345831173228287,5.609910067996027,103.3646,12.83,-0.2264117823767467,2816.2900390625,0.035387950737524286,113.03067172380972,2.7613943662631653,3.8702317085531766,100.7901,2.5033890683320505
2018-08-31,20243.880710136695,3.275490397075509,2.89,2.46,0.43000000000000016,97.63,0.004825719103608298,69.84,-0.0005725737345089708,31211.185969289825,0.30172477149221777,5.575945499656676,104.0327,12.86,0.00233554018192817,2901.52001953125,0.029814314524382428,113.40957557966739,2.7250701230141083,3.8062238461475064,100.6891,2.510821561284261
2018-09-30,20276.154,3.130030640718684,3.0,2.59,0.41000000000000014,97.62,-0.0001024327785785941,73.16,0.04644191199131802,31297.757,0.277371807644089,5.428100428102467,104.1004,12.12,-0.059264738168304944,2913.97998046875,0.004285093286333627,113.749117494993,2.64094,3.766667,100.5482,2.52
2018-10-31,20288.980542712416,2.818458655555678,3.15,2.69,0.45999999999999996,98.16,0.0055164099436545355,65.31,-0.1135036596080991,31409.289837605025,0.3563604816952948,5.189420249868726,103.9856,21.23,0.5605582950739963,2711.739990234375,-0.07192934595429683,114.02373029838647,2.529067405187961,3.7658143865310207,100.3629,2.5295597866323214
2018-11-30,20292.927338231708,2.450210142966003,3.12,2.7,0.41999999999999993,99.04,0.00892500853363007,50.78,-0.25164258763803343,31529.830528964605,0.3837740107554444,4.965999800581389,104.0681,18.07,-0.16116217111102754,2760.169921875,0.017701752056117587,114.2639527934908,2.390817991992953,3.7933044133593325,100.1503,2.536805226676088
2018-12-31,20304.874,2.125110751484538,2.83,2.63,0.20000000000000018,98.55,-0.004959775337556875,45.15,-0.11751229641353798,31649.593,0.3798386132312981,4.849422697949146,104.0936,25.42,0.3412831611571709,2506.85009765625,-0.09626521985789901,114.560196731927,2.203131,3.833333,99.93317,2.54
2019-01-31,20337.19982731909,1.9510792492652307,2.71,2.55,0.16000000000000014,97.39,-0.011840497625621242,53.84,0.17602640547347806,31751.663013401238,0.3225002400543797,4.9071467251608825,103.4021,16.57,-0.42794243432283646,2704.10009765625,0.07574215198675599,114.95259721148636,1.971162899817439,3.8679388661105705,99.73302,2.538064831934895
2019-02-28,20379.494833265566,1.906050054060393,2.68,2.54,0.14000000000000012,97.11,-0.0028791793668451675,57.21,0.06071202294396502,31835.29906790917,0.26340684729688757,5.001584770387191,102.8371,14.78,-0.11431891591841593,2784.489990234375,0.029295553365402384,115.33649939101129,1.7751830829319568,3.8823143299682745,99.56725,2.5361596272162212
2019-03-31,20431.641,1.9335587266003706,2.57,2.4,0.16999999999999993,97.69,0.005954843058588456,60.19,0.05077751727924204,31930.827,0.30006921526652963,4.989785708672567,102.8757,13.71,-0.07514942194583255,2834.39990234375,0.017765510890228747,115.708404627779,1.644936,3.866667,99.43452,2.54
2019-04-30,20481.143499671016,1.9999547165252318,2.53,2.39,0.13999999999999968,98.02,0.003372339816550347,63.83,0.058717073708286424,32036.19490978832,0.3299880387949816,4.760084748899174,102.274,13.12,-0.04398771005828021,2945.830078125,0.03856039741757082,115.95885456590862,1.651446251772372,3.812023393385935,99.31252,2.553602437639756
2019-05-31,20536.552209964048,2.1040455031084093,2.4,2.21,0.18999999999999995,99.12,0.01115969783948569,53.49,-0.17672857872480713,32159.341766864734,0.38439913798498093,4.43480696332077,102.392,18.71,0.3549203567700554,2752.06005859375,-0.06804089408287398,116.16639942029255,1.73637794897529,3.7268533856842496,99.19849,2.5729921992045206
2019-06-30,20602.275,2.242125694698238,2.07,1.92,0.1499999999999999,98.75,-0.0037398335396557686,58.2,0.08439063419423341,32290.786,0.4087279960148349,4.222149866318747,102.4375,15.08,-0.21568877770618833,2941.760009765625,0.06665830156302614,116.407017775045,1.811376,3.633333,99.09541,2.59
2019-07-31,20686.554934058986,2.4214527106288797,2.06,2.0,0.06000000000000005,98.38,-0.003753872414037523,58.53,0.005654088565737375,32434.291870430196,0.44441739643685807,4.232355013588118,101.9408,16.12,0.06669137449867235,2980.3798828125,0.01304272483370528,116.76511770405054,1.8183843798320511,3.5483741898298518,99.01086,2.600060912524713
2019-08-31,20773.629966916556,2.616836486862928,1.63,1.76,-0.13000000000000012,99.98,0.016132634618230533,55.07,-0.06093434002873943,32567.06081072611,0.40934743026395104,4.344195195819833,102.639,18.98,0.16332505610329962,2926.4599609375,-0.018257281743262237,117.20479823999081,1.782980057669287,3.5215043270255793,98.9563,2.6027573965936117
2019-09-30,20843.322,2.797216868642849,1.7,1.75,-0.050000000000000044,100.11,0.001299415445968077,54.09,-0.017955777391054507,32664.593,0.2994810917716251,4.3672011384074505,102.2917,16.24,-0.15590845844825005,2976.739990234375,0.01703525059107193,117.657063019342,1.757488,3.6,98.95823,2.6
2019-10-31,20889.87369671679,2.9616724839346853,1.71,1.53,0.17999999999999994,99.42,-0.006916280764865718,54.02,-0.0012949775188661151,32726.48069625735,0.18946415850749077,4.193634639504995,101.4281,13.22,-0.20574650030999148,3037.56005859375,0.020225842153317446,118.11742943764341,1.783289129488977,3.786998728327832,99.01171,2.5946282368780738
2019-11-30,20927.922819288742,3.1291467735199863,1.81,1.6,0.20999999999999996,98.88,-0.005446306957145981,58.12,0.07315549033761264,32796.1945843083,0.21301981321482089,4.0163998159785885,101.9372,12.62,-0.046447977310473246,3140.97998046875,0.033480266071378155,118.59001334658186,1.871222967621858,3.871208073589094,99.09374,2.594814534389543
2019-12-31,20985.448,3.3517765241980912,1.86,1.59,0.27,98.12,-0.007715774319091954,61.14,0.050656477760606264,32941.707,0.44368688970191084,4.082561188069622,101.7003,13.78,0.08793540847244546,3230.780029296875,0.028188756298542148,119.158664152198,2.032914,3.6,99.17158,2.61
2020-01-31,21055.76021993137,3.5332317069876717,1.76,1.45,0.31000000000000005,97.65,-0.004801562067600652,51.58,-0.17003231600948976,33204.170119888426,0.7967502105717283,4.574585922866903,101.0338,18.84,0.3127640035627046,3225.52001953125,-0.0016294196024425806,119.83139633271557,2.2384261406641084,2.9250871980889412,99.20612,2.644312453524859
2020-02-29,21017.016797070304,3.1282520446194173,1.5,0.97,0.53,98.76,0.011303007154290817,44.83,-0.14025644228585057,33515.79436928787,0.9385093747992457,5.2787168664379935,101.3735,40.11,0.7556434106337444,2954.219970703125,-0.08785953690838776,120.46698810214623,2.3255646966884034,2.6759866623835498,99.16792,2.6771950649197604
2020-03-31,20709.212,1.3585350290757248,0.87,0.17,0.7,102.42,0.03638934155742545,20.51,-0.7819649860830588,33855.658,1.01404020733451,6.028127614734191,97.4078,53.54,0.288803358310245,2584.590087890625,-0.1336677246703745,121.029317602844,2.118652,3.833333,97.75912,2.69
