date,us_credit_qoq_growth,us_sp500_log_ret,us_vix_log_ret,us_bond_yield_10y,us_oil_yoy,us_reer_diff,us_gdp_yoy_growth,us_cpi,us_unemployment,us_consumer_confidence,us_house_price_yoy,us_indprod_yoy
1989-09-30,,0.09351308954003697,,8.19,51.162790697674396,,,4.435146443514637,5.3,99.7028,1.9092261141687716,0.3240432253134973
1989-12-31,,0.012098930803779733,,7.84,27.570093457943923,,,4.639602319801162,5.4,99.77107,1.9888239003279962,-0.05074563869427173
1990-03-31,1.7858350865801453,-0.038831403983674254,,8.59,0.3453379378391741,,2.821006526483294,5.237315875613735,5.2,99.83383,0.7872202087465086,0.7451289008624462
1990-06-30,1.5501540296023908,0.05181968144461254,-0.2413002961093231,8.48,-15.968457368161648,,2.412704964193124,4.673650282030639,5.2,99.30061,-0.12830108512985605,1.7298125132548803
1990-09-30,1.1065619166842344,-0.15684037266435563,0.6302417338323308,8.89,96.17866004962781,,1.7273622503686914,6.169871794871806,5.9,97.94892,-2.7506235781207367,2.229147315019908
1990-12-31,0.9973008079700696,0.076010655288986,-0.09847561046836335,8.08,30.402930402930405,,0.6030627340393391,6.254948535233562,6.3,97.12974,-4.664409653067958,-1.1405030076012013
1991-03-31,0.14010313918721984,0.1277534211684422,-0.44647665812135756,8.11,-3.4906588003933203,,-0.9501973946258402,4.821150855365497,6.8,97.72814,-3.397845706020186,-3.61869587651098
1991-06-30,0.9339192231506033,-0.010879277517126465,0.14684579726356373,8.28,20.586510263929615,,-0.5389307958117096,4.695919938414161,6.9,98.79828,-2.96205259239829,-2.037136646180182
1991-09-30,0.03312428465076511,0.04401116564912351,-0.2098057861080852,7.65,-43.713635213761705,,-0.10280887034219699,3.396226415094339,6.9,99.2256,-2.3681279020095203,-1.1640559598299127
1991-12-31,0.5390163581372898,0.07265760506865807,0.19745359611713348,7.09,-32.759831460674164,,1.1664011655910578,2.980625931445613,7.3,99.07094,-0.6718143177983249,0.7336733229858172
1992-03-31,0.44581363990039424,-0.032654754339059636,-0.17684718481007736,7.54,-0.713194090677538,,2.858936912248855,3.189910979228472,7.4,99.41719,-0.31823574205886995,3.4616952793256273
1992-06-30,0.5401946470869223,0.010963025961296655,-0.19225952678408711,7.26,6.22568093385214,,3.169835814511379,3.0147058823529305,7.8,99.69656,-0.5830768570784572,2.563756841098086
